,Date,Game Location,ID,Tweet,User
200,2018-11-24 04:54:02+00:00,Toronto,1066193199306289152, shape spitter... @4barfriday @dame_lillard @chilottery @JusBrandClo @brookfielddeuce @raptors @welcomeovo @NATBENINCASAA . . . (Full verse post tomorrow) . . Ownership in my… https://www.instagram.com/p/BqjOU0KATcL/?utm_source=ig_twitter_share&amp;igshid=10iqnw47euowy,GeeNessMusic
201,2018-11-24 06:11:01+00:00,Toronto,1066212575233355776,Friday night Raptors game. Chalk up another win forward the Raptors @karlwolfs @Vinayvirmani24 ajay_virmani #raptors #toronto #wethenorth #viewsfromthe6 #courtside #nba #gobig… https://www.instagram.com/p/BqjXMqZlRCC/?utm_source=ig_twitter_share&amp;igshid=xr8j2x8rb6a7,JimmyWWilliams
202,2018-11-24 06:53:59+00:00,Toronto,1066223387398365189,Boys night out. @karlwolfs @ferrisrafauli @harbour60 #steakhouse #raptors #boysnightout #allthewayup #gobig @Harbour 60 Toronto https://www.instagram.com/p/BqjbyI4l1ua/?utm_source=ig_twitter_share&amp;igshid=w191bx4ukmro,JimmyWWilliams
203,2018-11-24 11:00:26+00:00,Toronto,1066285408424796161,ᵂᴱ ᵀᴴᴱ ᴺᴼᴿᵀᴴ @raptors T͢h͢r͢o͢w͢ b͢a͢c͢k͢ 🆂 🅻🆄🆃🅻🆈 🅸🅽 🅻 🆅🅴 🆆/ @nba #nba #sport #goodvibes #sportjournalist #ceciliamartruj #wethenorth #raptors #enjoy #basket #scotiabankarena… https://www.instagram.com/p/Bqj4UD4lZ-V/?utm_source=ig_twitter_share&amp;igshid=gf3olwlragz4,CeciliaMartruj
204,2018-11-24 15:03:01+00:00,Toronto,1066346457110913024,Toronto Raptors vs washington Wizards #NBA #gamenight #sports #basketball @Scotiabank Arena https://www.instagram.com/p/BqkUEHeh1sT/?utm_source=ig_twitter_share&amp;igshid=1bxrvx7w5krbf,soniacasanovas
205,2018-11-24 15:33:35+00:00,Toronto,1066354150269755403, Follow-Post Win We already have given away one Toronto Maple Leafs jersey so four left to give away. This week it’s a Raptors jersey. Friends follow us on INSTAGRAM… https://www.instagram.com/p/BqkW7gDg8EY/?utm_source=ig_twitter_share&amp;igshid=1uj339rpqygyh,vaughansports
206,2018-11-24 16:34:31+00:00,Toronto,1066369484036947969,"Bring Air Canada Back to Toronto. Raptor have Heart, vinsanity25 would bring the Soul. #torontoraptors #vincecarter #vinsanity… https://www.instagram.com/p/BqkejRgnCQo/?utm_source=ig_twitter_share&amp;igshid=j6k84t3gtnk4",samtalldj
207,2018-11-24 17:10:58+00:00,Toronto,1066378657428586496,The views are better when you got a ... I got 2. Salute!! OVO Night @welcomeovo @raptors vs @washwizards . . . . . #ThePlug #TorontoKids #Toronto #TDot #TO #TheSix #YYZ #416 #MyCity… https://www.instagram.com/p/BqkiuWoAUl4/?utm_source=ig_twitter_share&amp;igshid=1rvlsdqayxq68,GeeNessMusic
208,2018-11-27 02:01:09+00:00,Toronto,1067236858348720129,@Drake with @dwyanewade #raptors vs #miamiheat #Drake #dwyanewade #nba #wethenorth #savvydat #ballislife #sports #espn Video #savvytage by @Savvytheamusing @Scotiabank Arena https://www.instagram.com/p/Bqqog2Bl3mq/?utm_source=ig_twitter_share&amp;igshid=iifpk429vydt,Savvytheamusing
209,2018-11-27 02:12:23+00:00,Toronto,1067239681975214080,My girls miamiheat @raptors #love #nba @Scotiabank Arena https://www.instagram.com/p/BqqqGosFyWc/?utm_source=ig_twitter_share&amp;igshid=sj2ykidsb1i3,Mr_Morgan5
210,2018-11-27 04:15:17+00:00,Toronto,1067270612161306624,"So last night was definitely a night to remember! For those who don’t know, my dads favourite @raptors player is Danny Green. So I decided to buy him a Green… https://www.instagram.com/p/Bqq4Vkog32F5Wj30N_DgL59rG4Qn2Ppg1n70yU0/?utm_source=ig_twitter_share&amp;igshid=1ppi8mpy5qgf7",JaydenGJones
211,2018-11-28 03:54:44+00:00,Toronto,1067627828290772992,Raptors go 18-4 tonight with a clutch win driven by Freddie V tonight in 4th quarter. HUGE! ,SteveDyck3
212,2018-11-28 04:24:10+00:00,Toronto,1067635233997168641,"Our U12 TTT Boys we’re blessed to train at the Toronto raptor’s training facility, great job boys. @Toronto, Ontario https://www.instagram.com/p/BqteJcpnwKn/?utm_source=ig_twitter_share&amp;igshid=16kislk95ayrc",KruSteven
213,2018-11-28 21:55:43+00:00,Toronto,1067899868755226624,"Bring Air Canada Back to Toronto. Raptor have Heart, vinsanity25 would bring the Soul. #torontoraptors #vincecarter #vinsanity… https://www.instagram.com/p/BqvWXLhnD01/?utm_source=ig_twitter_share&amp;igshid=1vp5xrdc26s2d",samtalldj
214,2018-11-28 22:41:48+00:00,Toronto,1067911462453166080,"Anything’s Possible, Right? . . . #canada #basketball #toronto #malton #raptors #raps #instagood 3pointer #sick #nba #kids #youth #halfcourtshot #builtlikehulk #beastmode #holddat… https://www.instagram.com/p/BqvbPU5AQzS/?utm_source=ig_twitter_share&amp;igshid=hy2qbjbun9hf",TheChevy4
215,2018-11-28 22:53:53+00:00,Toronto,1067914505198465025,This past weekend I was invited by @mlsepr to be apart of the unveiling of the new @welcomeovo x @raptors court at Malvern Community Centre. We were then asked to participate in the… https://www.instagram.com/p/BqvcWE1n-fk/?utm_source=ig_twitter_share&amp;igshid=1goebfxnpxjnw,RandyRozaay
216,2018-11-28 23:29:36+00:00,Toronto,1067923493088608256,"Anything’s possible, right? Music By: toroymoi -Say That . . . #nba #basketball #raptors #raps #toronto #malton #canada #ontario #instagood #halfcourtshot #kids #youth #money #cash @… https://www.instagram.com/p/Bqvg6uiAR3m/?utm_source=ig_twitter_share&amp;igshid=15slohodqqdux",TheChevy4
217,2018-11-28 23:42:21+00:00,Toronto,1067926703509594115," . . . Music: @iamthekartel - Unstoppable . . . #nba #basketball #raptors #raps #toronto #malton #canada #ontario #instagood #halfcourtshot #kids #youth #money #cash @Mississauga, Ontario https://www.instagram.com/p/BqviWdyg9l9/?utm_source=ig_twitter_share&amp;igshid=119bofwhxxf6",TheChevy4
218,2018-12-01 02:50:36+00:00,Toronto,1068698850238521344,Raptors Game With Some Great People ! #raptors #thesix #annasoldit #realtorlife #vip #suite #raptorsquad @Scotiabank Arena https://www.instagram.com/p/Bq1Bz1fglQn/?utm_source=ig_twitter_share&amp;igshid=qob1wwknc04l,anna_sold_it
219,2018-12-01 22:37:37+00:00,Toronto,1068997576706412544, Join us tonight for all the Leaf action on our MASSIVE 150” screen...Enjoy $4 domestic during all Leaf and Raptor games and bring the family down for dinner and enjoy an amazing… https://www.instagram.com/p/Bq3Jqq1BbGL/?utm_source=ig_twitter_share&amp;igshid=6q0yu9htv4rm,TexasLonghornCA
220,2018-12-01 23:21:49+00:00,Toronto,1069008699468013569, WOW 150” screen!!!! $4 Beer during all Leaf and Raptor Games...$12 Steak Dinner and NO HIDDEN FEES!!! @Texas Longhorn https://www.instagram.com/p/Bq3OrsNBYGx/?utm_source=ig_twitter_share&amp;igshid=kct4uc3qx49n,TexasLonghornCA
221,2018-12-02 03:54:24+00:00,Toronto,1069077295648972800,Happy Saturday night! Leafs won! Raptors won! Come celebrate with us! - Photo cred to to.foodsense! . #toronto #torontolife #wethenorth #torontosports #sportsbar #sports #basketball… https://www.instagram.com/p/Bq3t2w_hqt4/?utm_source=ig_twitter_share&amp;igshid=t241lzw6y9jz,CrownandDragon
222,2018-12-02 06:57:07+00:00,Toronto,1069123279452016640,"Well, Hello @cavs #Cleveland and my pple from there... #IAmDone #RaptorsWIN #RaptorsWIN #RaptorsWIN @raptors #WeTheNorth #LetsGoRaptors #NorthOverEverything #NorthOverEveryone… https://www.instagram.com/p/Bq4C1BxgWjD/?utm_source=ig_twitter_share&amp;igshid=1hyfge5nokpf3",MCBonde1
223,2018-12-02 18:59:51+00:00,Toronto,1069305160453636096,May The North Be With You. @raptors905 #StarWars game. NBA TV Canada from 2pm. #WeTheNorth #RoadToTheSix #Raptors #nbagleague @Raptors905 https://www.instagram.com/p/Bq5VixqBEmQ/?utm_source=ig_twitter_share&amp;igshid=11h39k3do8gax,GarethWheeler
224,2018-12-02 21:47:44+00:00,Toronto,1069347410986577922,Another awesome afternoon at the Raptors 905 game! #StarWarsDay @raptors905 clarknation @Raptors905 https://www.instagram.com/p/Bq5owSbhxpLSAFsRaCHF-cF9zTEx_m9NBJum3M0/?utm_source=ig_twitter_share&amp;igshid=6fv10jbv670a,trishclarkHDSB
225,2018-12-03 00:48:57+00:00,Toronto,1069393013749792768,It's great time to be a Toronto sports fan. @mapleleafs @raptors #williamnylander #goleafsgo #gorapsgo #follow #picoftheday @Scotiabank Arena https://www.instagram.com/p/Bq59WTcFyeF/?utm_source=ig_twitter_share&amp;igshid=yso4w2332hum,mkellyhomes
226,2018-12-03 03:27:41+00:00,Toronto,1069432959063605249,It’s great to be part of a winning team! #Raptors #iheartradio @iheartradioca #JingleBallNorth #WeTheNorth @1045CHUMFM @Scotiabank Arena https://www.instagram.com/p/Bq6ELv_nhcF/?utm_source=ig_twitter_share&amp;igshid=18suj4m6fhfgu,iamJNiice
227,2018-12-03 21:30:06+00:00,Toronto,1069705357453336576,Video: Max Holloway meets Drake at Toronto Raptors game ahead of UFC 231 #News #UFC #Videos #Breaking #MaxHolloway #UFC231 #UFC #UFCFY,mmatime3
228,2018-12-04 00:56:01+00:00,Toronto,1069757178863529984,"Looking for win 21 night! Best from the West, meet the best from the East ! #raptors #nuggets #toronto #denver #nba #viewsfromthe6 #tipoff #bestfromtheeast #allthewayup #gobig… https://www.instagram.com/p/Bq8jGD3li1A/?utm_source=ig_twitter_share&amp;igshid=x4h75jkd0mj3",JimmyWWilliams
229,2018-12-04 01:10:49+00:00,Toronto,1069760904898633728,Thank you ahew76 for the early birthday present. @Toronto Raptors https://www.instagram.com/p/Bq8kyavF0wD/?utm_source=ig_twitter_share&amp;igshid=13c53mlz7fdqc,stevensouthgate
230,2018-12-04 02:32:04+00:00,Toronto,1069781352441176065,potatobaconbuddha found me at the @raptors game. Let's go Boyz @Scotiabank Arena https://www.instagram.com/p/Bq8uFxqFCYk/?utm_source=ig_twitter_share&amp;igshid=28g7vugo5n1e,Steve_Sibbald
231,2018-12-04 02:52:48+00:00,Toronto,1069786568137891840,Tied with 7 seconds left... @Toronto Raptors https://www.instagram.com/p/Bq8wdhnhLGs/?utm_source=ig_twitter_share&amp;igshid=afjtjbj1ioh3,JeffreyPJones1
232,2018-12-04 02:52:58+00:00,Toronto,1069786613025259520,"Nail biter! So close...., #raptors #nba views #viewsfromthe6 #wethenorth #allthewayup #gobig @Klow7 @raptors thescore @Scotiabank Arena https://www.instagram.com/p/Bq8wbVpFWVT/?utm_source=ig_twitter_share&amp;igshid=siqyu31gv9zz",JimmyWWilliams
233,2018-12-04 03:07:12+00:00,Toronto,1069790191311880194,Nuff said. #RaptorsFan #WetheNorth @Toronto Raptors https://www.instagram.com/p/Bq8yHBjAxUX/?utm_source=ig_twitter_share&amp;igshid=10b5w4zdw0c72,reereephillips
234,2018-12-04 11:45:53+00:00,Toronto,1069920724377329665,My beau-pere adventures at a Raptors game. #AnJolaAdventures #wethenorth #raptorsgame #raptorsbasketball #family #familyvillage @Scotiabank Arena https://www.instagram.com/p/Bq9tdklgHMq/?utm_source=ig_twitter_share&amp;igshid=1eayw1vxw04ho,almohonu
235,2018-12-04 19:12:54+00:00,Toronto,1070033220526370816,What an honor to pitch spalktalk in front of 60 impressive judges for #FutureSportLab at the home of @raptors &amp; @mapleleafs @Scotiabank Arena https://www.instagram.com/ch00dster/p/Bq-goC3n69g/?utm_source=ig_twitter_share&amp;igshid=14odyujs0s4lh,mikechudy
236,2018-12-04 23:04:17+00:00,Toronto,1070091448593326082,I’m in the NBA now. scotiabankarena @raptors #cityedition #nba #jerseys #cityeditionjerseys #raptors @Scotiabank Arena https://www.instagram.com/p/Bq-7AwUg-1M/?utm_source=ig_twitter_share&amp;igshid=1d4dee1bux5ge,laurenonizzle
237,2018-12-04 23:23:26+00:00,Toronto,1070096266502254592,Can't wait for these games... @pacers vs. @raptors I just need jonybee99 to put some respect on our name: #TorontoRaptors once we beat the #NapTown boys aka #Pacers #IndianaPacers… https://www.instagram.com/p/Bq-9G04A2TT/?utm_source=ig_twitter_share&amp;igshid=1snbwuqqqdqnr,MCBonde1
238,2018-12-04 23:28:00+00:00,Toronto,1070097419151523840,Bucket list item complete. Got to play on the Raptors court today! Draining 3's all day!! #bucketlist #splashbrothers #raptors #torontoraptors #threepointer… https://www.instagram.com/p/Bq-90awBuyeP6eaw0eH1jXCtfHXvoYs8B-hpEQ0/?utm_source=ig_twitter_share&amp;igshid=7zc0yogbij7u,EnderAkay44
239,2018-12-06 22:50:09+00:00,Brooklyn,1070812666787057665,"CEO/Founder @randyrozaay pictured here with @raptors greats Antonio Davis and John Wallace. #rozaaymgmt @thenbpa nbpaoffthecourt @New York, New York https://www.instagram.com/p/BrEDFAggRPf/?utm_source=ig_twitter_share&amp;igshid=1lfe0su3es7mm",RandyRozaay
240,2018-12-07 00:31:33+00:00,Toronto,1070838186065227776,We out here reppin! #endoftheprocess #raptors #nba #theklaw #weston @Scotiabank Arena https://www.instagram.com/p/BrEOriBAjxf/?utm_source=ig_twitter_share&amp;igshid=9wtd0eho7tkr,juff09
241,2018-12-07 12:08:13+00:00,Toronto,1071013509201362949,"Congratulations Heather! Winner of the Toronto Raptors tickets! We hope you enjoy the game! Go Raptors! @Toronto, Ontario https://www.instagram.com/p/BrFeaLHAes6/?utm_source=ig_twitter_share&amp;igshid=ca7toy136tpj",BodyBuster
242,2018-12-07 17:38:38+00:00,Toronto,1071096661986959367,"Murphy Brown is cooking for the raptors today. Can’t wait to get home to this smile #dogswithjobs #workingpup #workingwithdad @Toronto, Ontario https://www.instagram.com/p/BrGD0o-l1b0/?utm_source=ig_twitter_share&amp;igshid=cnuycozrzzw9",Kristi_Lane
243,2018-12-07 23:17:44+00:00,Toronto,1071181995949084672,THANK YOU ubereats_canada for this autographed @jvalanciunas @raptors city jersey!!!! I’m speechless!!!! This is AMAZING!!! These jerseys are so dope!!!!! Totally gonna hang this up in the… https://www.instagram.com/p/BrGq6JTlBvC/?utm_source=ig_twitter_share&amp;igshid=4dsfapwxat23,PaiToronto
244,2018-12-08 00:25:19+00:00,Toronto,1071199005886025728,#Repost @djundacover @escobarthedj • • • • • #MeetMeAtTheAvenue TONIGHT!! Come drink a cold #Stag and catch the #Raptors Game theavenue.lime #CooloutFridays begins at 6PM. TipOff… https://www.instagram.com/p/BrGyql_gCcw/?utm_source=ig_twitter_share&amp;igshid=1tmjdgy2qy3o1,escobarthedj
245,2018-12-08 02:50:03+00:00,Toronto,1071235428676624385,It was truly a pleasure to be invited to the @raptors Open Gym screening! Big thanks to @biancaangelique and the team at Maple Leaf Sports Entertainment! @mlsepr @delonwright… https://www.instagram.com/p/BrHDSuulMtN/?utm_source=ig_twitter_share&amp;igshid=de4wgs1pvirf,DavidM_Smith
246,2018-12-10 21:23:57+00:00,Los Angeles,1072240528282935296,"ford booth at the 2018LAautoshow | I know most of us cant wait for the release of the new Ranger, it was a treat to see a GT, Raptor and of course the #Lego giveaways | #Ford #FordGT… https://www.instagram.com/p/BrOMYvbgWK8/?utm_source=ig_twitter_share&amp;igshid=17f9uzbs0fbxe",CoiTajoDesigns
247,2018-12-14 09:44:02+00:00,Denver,1073513939261116416,My Yule tree is up! It turned out really nice this year. And yes that is a Raptor in the sled with a Santa hat. #ICERFineArt #tree #yule #lights #holiday #colors #main #raptor #sled #deer… https://www.instagram.com/p/BrXPeKaDnlP/?utm_source=ig_twitter_share&amp;igshid=f9wpnsfxwmim,ICER_FineArt
248,2018-12-16 01:06:48+00:00,Toronto,1074108549473755136,"Happy Holidays from the 6 #Toronto #Canada #bluejays #mapleleafs #raptors #wethenorth #young #christmas #happyholidays #stillahabsfanthough @Toronto, Ontario https://www.instagram.com/p/Brbd3vtH7Lo/?utm_source=ig_twitter_share&amp;igshid=1aqnmc0n07ysf",Pittsalonius
249,2018-12-16 15:23:40+00:00,Toronto,1074324185109848065,paitorontostory A (NEXT) DAY IN THE LIFE: PART ONE It’s 2008. He wakes up at 5:30am. One hour earlier than he usually does so he can catch the “Game in an hour” on the @Raptors Channel.… https://www.instagram.com/p/Brc_7TvBzUb/?utm_source=ig_twitter_share&amp;igshid=1t86ba97qbb9r,PaiToronto
250,2018-12-17 18:49:48+00:00,Toronto,1074738447372275714,"Registration for the 2019 #mlseteamupchallenge is NOW OPEN! We encourage you to register immediately for your chance to win tickets to the @raptors on January 8th, 2019. How to… https://www.instagram.com/p/Brf7mGtgoaz/?utm_source=ig_twitter_share&amp;igshid=mnjcnjpqfacm",TeamUpChallenge
251,2018-12-18 00:49:56+00:00,Toronto,1074829078958616577,Pleased to be a guest on the @WaterBoyReport Podcast with Luca. Will Kawhi Leonard remain a Raptor inspite of all the rumors? your thoughts? - - - #kawhileonard #raptors #wethenorth… https://www.instagram.com/p/Brgk2GCho_9/?utm_source=ig_twitter_share&amp;igshid=1nfoysaba6lqk,Sebypodcast
252,2018-12-19 02:55:06+00:00,Toronto,1075222964579241984,My baby is on Toronto. Lucky kid gets to see a @raptors game tomorrow! So happy for him. Wish I was there to see him at his first NBA game but I am kinda thrilled I don’t have to watch… https://www.instagram.com/p/BrjYpaCAA1l/?utm_source=ig_twitter_share&amp;igshid=18ten9qxbpry0,MissScarFever
253,2018-12-19 03:10:26+00:00,Toronto,1075226824051834880,"Bring Air Canada Back to Toronto. Raptor have Heart, vinsanity25 would bring the Soul. #torontoraptors #vincecarter #vinsanity… https://www.instagram.com/p/BrjaZ0VnRko/?utm_source=ig_twitter_share&amp;igshid=19rhejyh5zu31",samtalldj
254,2018-12-19 12:33:15+00:00,Toronto,1075368461054996480,Its #GameDay #LetsGoRaptors let's deal with jonybee99 's @pacers today... #WinStreak over #LosingStreak continues from yesterday!!! @raptors vs. @pacers -&gt; @nba #Basketball I will be… https://www.instagram.com/p/Brkaz5tgc9P/?utm_source=ig_twitter_share&amp;igshid=1cdnajqmlidhj,MCBonde1
255,2018-12-19 19:56:15+00:00,Toronto,1075479948780036098,"Happiness is...making eye contact with @Klow7 at the spa #raptors #kylelowry #incognito #goraptorsgo #thankyou #youmademyday @Toronto, Ontario https://www.instagram.com/p/BrlNN2egdYA/?utm_source=ig_twitter_share&amp;igshid=8nctub4nr32s",Lailapolooza
256,2018-12-19 23:33:07+00:00,Toronto,1075534525197938695,Tis the season. Ho Ho Ho. Merry Christmas from the #raptor . . . #rtz #toronto #indiana #pacers #letsgoraptors #dec19 #tistheseason #hohoho #wednesdaywisdom #humpday #ballislife… https://www.instagram.com/p/BrlmNRPA6R1/?utm_source=ig_twitter_share&amp;igshid=eq19hvoivtie,Mr_Fernandes
257,2018-12-20 00:27:15+00:00,Toronto,1075548146099458048,The Canadian National Anthem before Raptor games in Toronto never gets old. Ever. @Scotiabank Arena https://www.instagram.com/p/BrlsbC7HtwB/?utm_source=ig_twitter_share&amp;igshid=u4axauch1icr,Mark_J_Boyle
258,2018-12-20 01:21:26+00:00,Toronto,1075561783203676161,One of those happy things about living in Toronto. Go Raptors! @Scotiabank Arena https://www.instagram.com/p/BrlyuV4gtKK/?utm_source=ig_twitter_share&amp;igshid=6d7efh8mfek7,ImpatienTourist
259,2018-12-20 01:23:53+00:00,Toronto,1075562400580030464,"Kwahi gotta do dis (at @ScotiabankArena for @Raptors @Pacers in Toronto, Ontario)",SheetalJaitly
260,2018-12-20 01:38:44+00:00,Toronto,1075566135700004864,"I'm at @ScotiabankArena for @Raptors @Pacers in Toronto, Ontario w/ @satisfacshaun",MarkChuraman
261,2018-12-20 01:54:05+00:00,Toronto,1075569999597748224,Nice way to break up the week. Raptors game with @damonallen9 #raptors #nba #toronto #althewayup #gobig @Scotiabank Arena https://www.instagram.com/p/Brl2dqNFtkG/?utm_source=ig_twitter_share&amp;igshid=cs5cfatzbcm0,JimmyWWilliams
262,2018-12-20 01:57:24+00:00,Toronto,1075570833005928448,Thanks to microsoft and @softchoice for facilitating a really fun night with the @raptors #LetsGo #GetIT #Grind #Hustle #bestworkplace @raptors905 @mlselaunchpad @mlsefoundation @mlsepr… https://www.instagram.com/p/Brl21wKAWBK/?utm_source=ig_twitter_share&amp;igshid=1qhj866d4x2pp,AndreDeAbreuTO
263,2018-12-20 02:14:08+00:00,Toronto,1075575046276612096,Hanging and chatting with the owner of the @raptors Larry Tanenbaum. Fire the camera man lol. . . #winners #executive #theringteamwfg #life #billionaire #entrepreneur #changemymind… https://www.instagram.com/p/Brl4vtVA8Fo/?utm_source=ig_twitter_share&amp;igshid=c6ok7fdw8cg1,Tymdjackson
264,2018-12-20 02:30:33+00:00,Toronto,1075579177850392576,Enjoying my first @raptors game of the season with @moo_barbieri Thank you randy.lennox7117 jeffreylatimer @Scotiabank Arena https://www.instagram.com/p/Brl6o1FATjF/?utm_source=ig_twitter_share&amp;igshid=1ghtuc9l1aa82,Brucehills
265,2018-12-20 02:43:43+00:00,Toronto,1075582490356535296,Raptors with the comeback. #raptors #nba #comeback #views #viewsfromthe6 #allthewayup #gobig @Scotiabank Arena https://www.instagram.com/p/Brl7_UClQJO/?utm_source=ig_twitter_share&amp;igshid=11je7jsrpstko,JimmyWWilliams
266,2018-12-20 03:29:01+00:00,Toronto,1075593890873425921,"Go #Raptors Go! Watching the Raps pull it off with my amazing team (at @ScotiabankArena for @Raptors @Pacers in Toronto, Ontario) https://www.swarmapp.com/c/cGiChC4fCuw",TheLifeOfNadia
267,2018-12-20 04:23:06+00:00,Toronto,1075607500135718913,"out of 7 selfies, this was the winner thanks for being my +1 what an awesome first Raptors game! Thanks uber eats_canada @raptors!! #wethenorth #raptors @Scotiabank Arena https://www.instagram.com/p/BrmHhAfBQRD/?utm_source=ig_twitter_share&amp;igshid=1foiqlgwcyo3q",kae027
268,2018-12-20 04:41:53+00:00,Toronto,1075612228735373313,What. A. Game. ! #getbusy #raptors #blackcloudpurdy @Scotiabank Arena https://www.instagram.com/p/BrmJqsWgnAkUchvWd-JpqlyJY1wOeug9hrLODY0/?utm_source=ig_twitter_share&amp;igshid=2wvrv8m554vy,ryderreid
269,2018-12-20 05:45:19+00:00,Toronto,1075628190142324736,Raptors game! #WeTheNorth @Scotiabank Arena https://www.instagram.com/p/BrmQ2y3jo-o/?utm_source=ig_twitter_share&amp;igshid=16a64qlsomzq1,aislingshanley
270,2018-12-20 09:52:24+00:00,Toronto,1075690372750295040,My last supper with my coworkers at The real sports bar #raps #torontoraptors #therealsportsbar #映画館並み #the6ix #torontolife #raptors #最後までNBA @Scotiabank Arena https://www.instagram.com/p/BrmtMvwnq5T/?utm_source=ig_twitter_share&amp;igshid=11e1twqqett8u,harunoBWA
271,2018-12-20 17:09:10+00:00,Toronto,1075800288722853888,Annual Raptors Game for Mom's birthday. I might have lost my voice but we didn't lose the game! #Raptors vs #Pacers #WeTheNorth @Scotiabank Arena https://www.instagram.com/p/BrnfL_ZA2Kx/?utm_source=ig_twitter_share&amp;igshid=1qn62u9stle1h,_ajayy
272,2018-12-20 17:46:42+00:00,Toronto,1075809734656229377,It’s ok to be a #homer #cheer #loudandproud perfect for under the #tree all available @barksnrecgta in #mississauga #leafs #goleafsgo #raptors #letsgoraptors #canada #letsgocanada… https://www.instagram.com/p/Brnje8llKjF/?utm_source=ig_twitter_share&amp;igshid=dhgp0u7q0ne1,BarksnRecGTA
273,2018-12-20 19:23:10+00:00,Toronto,1075834009635184641,"Practice shooting my threes... (@Raptors Practice Court in Toronto, Ontario) ",TheChrisSuprun
274,2018-12-20 20:05:01+00:00,Toronto,1075844540425211912,With 2.5secs left in the game... it was 99-96 @pacers with the ball... This post is for my #Indianapolis #Indiana friends and family... especially -&gt; jonybee99 @raptors #Raptors… https://www.instagram.com/p/Brny7O3FM5e/?utm_source=ig_twitter_share&amp;igshid=9n53ihk2xpgj,MCBonde1
275,2018-12-20 21:59:54+00:00,Toronto,1075873452626731009,Jay’s #locs are grooooowing. He’s pretty happy about that. And he’s pretty happy about the @raptors. . . . #dreads #dreadmaintenance #dreadlocs #dreadlocmaintenance #locmaintenance… https://www.instagram.com/p/BroAdGTH8Sk/?utm_source=ig_twitter_share&amp;igshid=1xh2b42czmaud,modlocks
276,2018-12-29 13:48:46+00:00,Toronto,1079011346820284416,"#Repost drinksbygrace with get_repost ・・・ Check out this super cool painting of our newest @raptors cocktail, the Kawhian Punch, by drinksbygrace . . . “Finally picking my paint brush… https://www.instagram.com/p/Br-RWdDBP30/?utm_source=ig_twitter_share&amp;igshid=kzbjlm387739",PaiToronto
277,2018-12-29 18:43:46+00:00,Toronto,1079085583501266945,"Final @raptors905 game of 2018. Got my hat, got my ring and my flex on. Tip at 2pm on NBA TV Canada. #RoadToTheSix #WeTheNorth #Raptors #nbagleague @Raptors905 https://www.instagram.com/p/Br-1GpSBBmJ/?utm_source=ig_twitter_share&amp;igshid=1c5x4z5mhdjsg",GarethWheeler
278,2018-12-29 20:41:22+00:00,Toronto,1079115178611011584,905 Raptors @Raptors905 https://www.instagram.com/p/Br_Cn9ngO-k/?utm_source=ig_twitter_share&amp;igshid=17pamgyrpagef,Najamuddin
279,2018-12-30 16:48:36+00:00,Toronto,1079418990609469441,"Truman is representing the home team @raptors and @Klow7 #trumansofnewyork @Toronto, Ontario https://www.instagram.com/p/BsBMPrlBll0/?utm_source=ig_twitter_share&amp;igshid=nwki3nzn00wd",chrisbreikss
280,2018-12-30 21:54:12+00:00,Toronto,1079495897912958976,Ready to sing the anthems again. #raptors #bulls #vocallegacy6 #NBA #scotiabankarena @Scotiabank Arena https://www.instagram.com/p/BsBvwJcAnco/?utm_source=ig_twitter_share&amp;igshid=s642p4p7bp7q,NeilYapp
281,2018-12-30 22:51:54+00:00,Toronto,1079510417020502016,Game-Time ... Lets Go #Raptors @Scotiabank Arena https://www.instagram.com/p/BsB2UIlHq-J/?utm_source=ig_twitter_share&amp;igshid=10vifleykdfqp,AngelaOlah
282,2018-12-30 23:11:29+00:00,Toronto,1079515345252204544,-Hanging out with my brother walter.ceren courtside thanks to @diamondlawtor Personal Injury Lawyers! Thanks for the hook-up! Let's get this! #WeTheNorth #raptors @Scotiabank Arena https://www.instagram.com/p/BsB4mIhFl1q/?utm_source=ig_twitter_share&amp;igshid=10vlpflj3296u,HugoCeren_PSR
283,2018-12-31 00:37:51+00:00,Toronto,1079537078592045056,Went to the @raptors game tonight with my girl. #RTZ #NBA #Raptors @Scotiabank Arena https://www.instagram.com/p/BsCCeqlAaOB/?utm_source=ig_twitter_share&amp;igshid=ts4r4m2eu7lk,morassut
284,2018-12-31 00:46:54+00:00,Toronto,1079539358900936704,Let’s go @raptors !! It’s a close one!! @Toronto Raptors https://www.instagram.com/p/BsCDhTGlG4ETFwxHTVWlmRfJ4HKXhsCMsvBXOs0/?utm_source=ig_twitter_share&amp;igshid=1togqkm5syv2m,sjmcgrath11
285,2018-12-31 02:05:33+00:00,Toronto,1079559149707542528,Great time in Toronto! Awesome to see snowflakes on Royal York Hotel returning from Raptors win tonight against Bulls. #ryhfestive #toronto #raptors #holidayseason #2018 #nye2019 #hope @… https://www.instagram.com/p/BsCMKklh1z0/?utm_source=ig_twitter_share&amp;igshid=age2czevl8gw,JasonKCameron
286,2018-12-31 03:21:40+00:00,Toronto,1079578304737353734,Chicago Bulls Robin Lopez watches the scoreboard during the Toronto Raptors introduction before a game at Scotiabank Arena. #robinlopez #chicagobulls @… https://www.instagram.com/p/BsCVOdgHHIWb1JguplV92xRH1ARugAeH_G1cVM0/?utm_source=ig_twitter_share&amp;igshid=1j6upwibb77xb,nturchiarophoto
